"row_id";"order_id";"order_date";"ship_date";"ship_mode";"customer_id";"product_id";"country";"city";"state";"postal_code";"region";"sales";"quantity";"discount";"profit"
2339;"CA-2014-110639";"2014-08-23";"2014-08-23";"Same Day";"RH-19495";"OFF-PA-10004530";"United States";"New York City";"New York";10009;"East";45.92;4;0.0;22.5008
2340;"CA-2014-121727";"2014-08-19";"2014-08-24";"Standard Class";"JK-15625";"OFF-AR-10004930";"United States";"Columbus";"Ohio";43229;"East";10.72;2;0.2;1.742
2341;"CA-2016-137736";"2016-11-10";"2016-11-15";"Standard Class";"DC-13285";"OFF-AR-10004999";"United States";"Warner Robins";"Georgia";31088;"South";41.86;7;0.0;10.465
2342;"US-2014-143231";"2014-12-31";"2015-01-03";"First Class";"GM-14455";"FUR-FU-10002501";"United States";"Franklin";"Massachusetts";2038;"East";63.2;5;0.0;23.384
2343;"US-2014-143231";"2014-12-31";"2015-01-03";"First Class";"GM-14455";"TEC-AC-10000358";"United States";"Franklin";"Massachusetts";2038;"East";113.97;3;0.0;27.3528
2344;"US-2014-155894";"2014-07-26";"2014-07-30";"Second Class";"CL-11890";"OFF-ST-10004804";"United States";"Chicago";"Illinois";60623;"Central";123.552;3;0.2;-29.3436
2345;"CA-2016-119025";"2016-02-22";"2016-02-28";"Standard Class";"PV-18985";"OFF-AP-10001205";"United States";"Milwaukee";"Wisconsin";53209;"Central";490.32;9;0.0;137.2896
2346;"CA-2016-159373";"2016-03-13";"2016-03-18";"Standard Class";"LT-17110";"OFF-PA-10000659";"United States";"San Antonio";"Texas";78207;"Central";70.08;5;0.2;24.528
2347;"CA-2016-159373";"2016-03-13";"2016-03-18";"Standard Class";"LT-17110";"OFF-BI-10004141";"United States";"San Antonio";"Texas";78207;"Central";1.272;2;0.8;-2.1624
2348;"CA-2016-159373";"2016-03-13";"2016-03-18";"Standard Class";"LT-17110";"FUR-TA-10004619";"United States";"San Antonio";"Texas";78207;"Central";557.585;5;0.3;0.0
2349;"CA-2017-109701";"2017-12-02";"2017-12-03";"Same Day";"AM-10360";"OFF-BI-10004187";"United States";"Los Angeles";"California";90032;"West";9.024;6;0.2;3.1584
2350;"CA-2017-109701";"2017-12-02";"2017-12-03";"Same Day";"AM-10360";"OFF-BI-10000632";"United States";"Los Angeles";"California";90032;"West";69.456;2;0.2;22.5732
2351;"CA-2017-109701";"2017-12-02";"2017-12-03";"Same Day";"AM-10360";"OFF-PA-10003724";"United States";"Los Angeles";"California";90032;"West";10.86;2;0.0;5.3214
2352;"CA-2017-109701";"2017-12-02";"2017-12-03";"Same Day";"AM-10360";"OFF-AP-10002765";"United States";"Los Angeles";"California";90032;"West";79.47;3;0.0;22.2516
2353;"CA-2017-109701";"2017-12-02";"2017-12-03";"Same Day";"AM-10360";"OFF-AR-10001868";"United States";"Los Angeles";"California";90032;"West";10.08;6;0.0;5.04
2354;"CA-2015-111514";"2015-08-31";"2015-09-02";"First Class";"SC-20260";"FUR-BO-10002545";"United States";"San Francisco";"California";94122;"West";1552.831;7;0.15;200.9546
2355;"CA-2015-111514";"2015-08-31";"2015-09-02";"First Class";"SC-20260";"OFF-BI-10002735";"United States";"San Francisco";"California";94122;"West";137.24;5;0.2;46.3185
2356;"CA-2015-111514";"2015-08-31";"2015-09-02";"First Class";"SC-20260";"TEC-AC-10004864";"United States";"San Francisco";"California";94122;"West";36.51;1;0.0;15.6993
2357;"CA-2015-111514";"2015-08-31";"2015-09-02";"First Class";"SC-20260";"TEC-MA-10000597";"United States";"San Francisco";"California";94122;"West";239.976;3;0.2;80.9919
2358;"US-2014-148838";"2014-03-17";"2014-03-21";"Standard Class";"CP-12340";"FUR-TA-10003473";"United States";"New York City";"New York";10024;"East";1579.746;7;0.4;-447.5947
2359;"US-2014-148838";"2014-03-17";"2014-03-21";"Standard Class";"CP-12340";"FUR-TA-10001950";"United States";"New York City";"New York";10024;"East";1071.576;4;0.4;-553.6476
2360;"US-2014-148838";"2014-03-17";"2014-03-21";"Standard Class";"CP-12340";"FUR-TA-10004175";"United States";"New York City";"New York";10024;"East";613.908;3;0.4;-122.7816
2361;"US-2014-148838";"2014-03-17";"2014-03-21";"Standard Class";"CP-12340";"OFF-PA-10002960";"United States";"New York City";"New York";10024;"East";34.86;7;0.0;16.3842
2362;"US-2014-148838";"2014-03-17";"2014-03-21";"Standard Class";"CP-12340";"OFF-PA-10000919";"United States";"New York City";"New York";10024;"East";155.04;4;0.0;75.9696
2363;"CA-2017-136497";"2017-04-16";"2017-04-20";"Standard Class";"RF-19840";"OFF-BI-10001553";"United States";"Columbus";"Ohio";43229;"East";13.71;5;0.7;-10.054
2364;"US-2016-108637";"2016-03-13";"2016-03-18";"Standard Class";"AB-10060";"FUR-FU-10004864";"United States";"Waynesboro";"Virginia";22980;"South";127.88;2;0.0;40.9216
2365;"US-2016-108637";"2016-03-13";"2016-03-18";"Standard Class";"AB-10060";"OFF-AP-10004540";"United States";"Waynesboro";"Virginia";22980;"South";160.32;2;0.0;44.8896
2366;"US-2016-108637";"2016-03-13";"2016-03-18";"Standard Class";"AB-10060";"OFF-BI-10004965";"United States";"Waynesboro";"Virginia";22980;"South";46.0;4;0.0;20.7
2367;"CA-2014-102295";"2014-11-24";"2014-11-26";"Second Class";"EH-13990";"FUR-CH-10001714";"United States";"Sacramento";"California";95823;"West";120.712;1;0.2;-18.1068
2368;"CA-2017-123659";"2017-02-10";"2017-02-13";"First Class";"MN-17935";"OFF-PA-10002464";"United States";"Clinton";"Maryland";20735;"East";23.12;4;0.0;11.3288
2369;"US-2016-129469";"2016-09-23";"2016-09-27";"Standard Class";"KL-16555";"FUR-FU-10002298";"United States";"Fairfield";"Ohio";45014;"East";532.704;6;0.2;-26.6352
2370;"US-2016-129469";"2016-09-23";"2016-09-27";"Standard Class";"KL-16555";"OFF-AR-10000315";"United States";"Fairfield";"Ohio";45014;"East";4.912;2;0.2;0.307
2371;"CA-2017-155152";"2017-07-07";"2017-07-09";"Second Class";"MP-17965";"TEC-AC-10004353";"United States";"Warwick";"Rhode Island";2886;"East";252.0;4;0.0;93.24
2372;"CA-2016-159940";"2016-07-07";"2016-07-11";"Second Class";"BF-11020";"FUR-FU-10004973";"United States";"Aurora";"Illinois";60505;"Central";60.288;8;0.6;-27.1296
2373;"CA-2016-159940";"2016-07-07";"2016-07-11";"Second Class";"BF-11020";"OFF-FA-10000936";"United States";"Aurora";"Illinois";60505;"Central";2.632;1;0.2;0.8225
2374;"CA-2016-159940";"2016-07-07";"2016-07-11";"Second Class";"BF-11020";"OFF-PA-10001609";"United States";"Aurora";"Illinois";60505;"Central";23.688;9;0.2;7.6986
2375;"CA-2016-159940";"2016-07-07";"2016-07-11";"Second Class";"BF-11020";"FUR-CH-10000785";"United States";"Aurora";"Illinois";60505;"Central";253.372;2;0.3;-14.4784
2376;"CA-2017-119669";"2017-01-24";"2017-01-30";"Standard Class";"TP-21130";"OFF-FA-10000053";"United States";"Smyrna";"Georgia";30080;"South";5.67;3;0.0;0.1134
2377;"US-2014-164616";"2014-08-19";"2014-08-21";"Second Class";"MS-17770";"OFF-BI-10001718";"United States";"Columbus";"Ohio";43229;"East";76.776;4;0.7;-58.8616
2378;"US-2014-164616";"2014-08-19";"2014-08-21";"Second Class";"MS-17770";"OFF-SU-10004768";"United States";"Columbus";"Ohio";43229;"East";9.184;2;0.2;1.148
2379;"CA-2015-148628";"2015-12-06";"2015-12-11";"Standard Class";"KM-16375";"OFF-PA-10003883";"United States";"Thousand Oaks";"California";91360;"West";32.75;5;0.0;15.065
2380;"CA-2016-118052";"2016-05-06";"2016-05-10";"Standard Class";"BE-11455";"OFF-FA-10004248";"United States";"Lorain";"Ohio";44052;"East";7.216;2;0.2;1.7138
2381;"CA-2016-118052";"2016-05-06";"2016-05-10";"Standard Class";"BE-11455";"OFF-PA-10002581";"United States";"Lorain";"Ohio";44052;"East";49.568;2;0.2;15.49
2382;"CA-2016-118052";"2016-05-06";"2016-05-10";"Standard Class";"BE-11455";"FUR-FU-10004848";"United States";"Lorain";"Ohio";44052;"East";54.712;7;0.2;11.6263
2383;"US-2017-117534";"2017-03-25";"2017-03-26";"First Class";"CV-12295";"OFF-AP-10002403";"United States";"Fresno";"California";93727;"West";176.04;4;0.0;45.7704
2384;"US-2017-117534";"2017-03-25";"2017-03-26";"First Class";"CV-12295";"OFF-AR-10003087";"United States";"Fresno";"California";93727;"West";16.02;9;0.0;4.4856
2385;"US-2017-117534";"2017-03-25";"2017-03-26";"First Class";"CV-12295";"OFF-BI-10002026";"United States";"Fresno";"California";93727;"West";185.92;4;0.2;62.748
2386;"US-2017-117534";"2017-03-25";"2017-03-26";"First Class";"CV-12295";"TEC-PH-10000141";"United States";"Fresno";"California";93727;"West";211.168;4;0.2;15.8376
2387;"US-2017-117534";"2017-03-25";"2017-03-26";"First Class";"CV-12295";"TEC-CO-10000971";"United States";"Fresno";"California";93727;"West";479.984;2;0.2;59.998
2388;"CA-2015-145065";"2015-12-12";"2015-12-15";"First Class";"DK-13375";"OFF-FA-10001229";"United States";"San Diego";"California";92105;"West";7.86;2;0.0;3.6156
2389;"CA-2015-145065";"2015-12-12";"2015-12-15";"First Class";"DK-13375";"OFF-BI-10002437";"United States";"San Diego";"California";92105;"West";24.448;2;0.2;8.8624
2390;"US-2015-127040";"2015-12-06";"2015-12-10";"Standard Class";"SG-20605";"OFF-PA-10004255";"United States";"New York City";"New York";10009;"East";6.48;1;0.0;3.1104
2391;"US-2015-127040";"2015-12-06";"2015-12-10";"Standard Class";"SG-20605";"OFF-PA-10001184";"United States";"New York City";"New York";10009;"East";41.86;7;0.0;20.5114
2392;"US-2015-127040";"2015-12-06";"2015-12-10";"Standard Class";"SG-20605";"TEC-AC-10002637";"United States";"New York City";"New York";10009;"East";1619.91;9;0.0;97.1946
2393;"US-2015-127040";"2015-12-06";"2015-12-10";"Standard Class";"SG-20605";"FUR-FU-10002878";"United States";"New York City";"New York";10009;"East";113.92;4;0.0;42.1504
2394;"CA-2016-128111";"2016-03-17";"2016-03-23";"Standard Class";"CS-12355";"OFF-AR-10000588";"United States";"Malden";"Massachusetts";2148;"East";39.68;2;0.0;10.3168
2395;"CA-2015-137897";"2015-11-14";"2015-11-19";"Standard Class";"PJ-18835";"TEC-AC-10002217";"United States";"New York City";"New York";10035;"East";37.6;2;0.0;2.256
2396;"CA-2015-137897";"2015-11-14";"2015-11-19";"Standard Class";"PJ-18835";"TEC-AC-10001267";"United States";"New York City";"New York";10035;"East";59.9;2;0.0;23.96
2397;"CA-2015-137897";"2015-11-14";"2015-11-19";"Standard Class";"PJ-18835";"OFF-PA-10004041";"United States";"New York City";"New York";10035;"East";37.0;5;0.0;16.65
2398;"CA-2017-169264";"2017-08-14";"2017-08-16";"Second Class";"NP-18700";"OFF-LA-10001613";"United States";"San Francisco";"California";94109;"West";5.76;2;0.0;2.8224
2399;"CA-2017-169264";"2017-08-14";"2017-08-16";"Second Class";"NP-18700";"OFF-AR-10000246";"United States";"San Francisco";"California";94109;"West";16.68;6;0.0;4.3368
2400;"CA-2017-147361";"2017-09-09";"2017-09-15";"Standard Class";"SB-20290";"OFF-ST-10001809";"United States";"Florence";"South Carolina";29501;"South";628.81;7;0.0;12.5762
2401;"CA-2017-147361";"2017-09-09";"2017-09-15";"Standard Class";"SB-20290";"OFF-ST-10002214";"United States";"Florence";"South Carolina";29501;"South";56.45;5;0.0;14.677
2402;"CA-2017-145877";"2017-04-01";"2017-04-04";"Second Class";"AS-10090";"OFF-ST-10000649";"United States";"Springfield";"Missouri";65807;"Central";94.2;6;0.0;23.55
2403;"CA-2017-145877";"2017-04-01";"2017-04-04";"Second Class";"AS-10090";"OFF-EN-10001990";"United States";"Springfield";"Missouri";65807;"Central";28.4;5;0.0;13.348
2404;"US-2016-110170";"2016-09-27";"2016-10-03";"Standard Class";"HM-14860";"FUR-BO-10000780";"United States";"Huntsville";"Texas";77340;"Central";956.6648;7;0.32;-225.0976
2405;"CA-2017-108574";"2017-10-07";"2017-10-11";"Standard Class";"MG-18145";"TEC-AC-10002049";"United States";"Los Angeles";"California";90045;"West";1115.91;9;0.0;200.8638
2406;"CA-2017-108574";"2017-10-07";"2017-10-11";"Standard Class";"MG-18145";"TEC-PH-10003555";"United States";"Los Angeles";"California";90045;"West";128.744;7;0.2;-28.9674
2407;"CA-2017-108574";"2017-10-07";"2017-10-11";"Standard Class";"MG-18145";"TEC-PH-10000702";"United States";"Los Angeles";"California";90045;"West";79.92;10;0.2;26.973
2408;"CA-2017-144589";"2017-01-20";"2017-01-25";"Standard Class";"TM-21010";"OFF-AR-10003631";"United States";"San Francisco";"California";94122;"West";24.2;5;0.0;7.986
2409;"CA-2017-144589";"2017-01-20";"2017-01-25";"Standard Class";"TM-21010";"TEC-PH-10003072";"United States";"San Francisco";"California";94122;"West";359.976;3;0.2;130.4913
2410;"CA-2017-155985";"2017-03-23";"2017-03-25";"First Class";"BE-11335";"FUR-FU-10000758";"United States";"San Francisco";"California";94122;"West";211.84;8;0.0;76.2624
2411;"CA-2014-162684";"2014-08-01";"2014-08-06";"Standard Class";"AS-10630";"OFF-FA-10000992";"United States";"Philadelphia";"Pennsylvania";19120;"East";5.68;2;0.2;1.917
2412;"CA-2015-142041";"2015-06-07";"2015-06-09";"Second Class";"EM-13810";"OFF-BI-10004187";"United States";"Los Angeles";"California";90036;"West";7.52;5;0.2;2.632
2413;"CA-2014-151295";"2014-11-12";"2014-11-16";"Standard Class";"JA-15970";"OFF-PA-10001947";"United States";"Los Angeles";"California";90045;"West";11.96;2;0.0;5.8604
2414;"CA-2014-151295";"2014-11-12";"2014-11-16";"Standard Class";"JA-15970";"FUR-TA-10002356";"United States";"Los Angeles";"California";90045;"West";629.064;3;0.2;31.4532
2415;"CA-2016-156300";"2016-12-29";"2017-01-02";"Standard Class";"TB-21595";"FUR-CH-10001714";"United States";"Milwaukee";"Wisconsin";53209;"Central";754.45;5;0.0;60.356
2416;"CA-2015-146087";"2015-07-06";"2015-07-11";"Standard Class";"PP-18955";"FUR-BO-10002824";"United States";"Holyoke";"Massachusetts";1040;"East";301.96;2;0.0;60.392
2417;"CA-2017-168655";"2017-10-12";"2017-10-18";"Standard Class";"ML-18040";"TEC-AC-10002842";"United States";"Albuquerque";"New Mexico";87105;"West";595.0;5;0.0;95.2
2418;"CA-2017-168655";"2017-10-12";"2017-10-18";"Standard Class";"ML-18040";"OFF-BI-10002082";"United States";"Albuquerque";"New Mexico";87105;"West";79.872;3;0.2;29.952
2419;"CA-2016-107202";"2016-05-21";"2016-05-28";"Standard Class";"LC-16930";"TEC-MA-10000112";"United States";"Sparks";"Nevada";89431;"West";2396.4;10;0.2;179.73
2420;"CA-2017-159597";"2017-11-09";"2017-11-14";"Standard Class";"MC-17590";"OFF-ST-10002289";"United States";"Coachella";"California";92236;"West";63.56;2;0.0;3.178
2421;"CA-2017-159597";"2017-11-09";"2017-11-14";"Standard Class";"MC-17590";"TEC-AC-10004171";"United States";"Coachella";"California";92236;"West";99.99;1;0.0;43.9956
2422;"CA-2016-155551";"2016-04-18";"2016-04-23";"Standard Class";"CR-12580";"OFF-ST-10003656";"United States";"Elmhurst";"Illinois";60126;"Central";230.376;3;0.2;-48.9549
2423;"CA-2016-155551";"2016-04-18";"2016-04-23";"Standard Class";"CR-12580";"OFF-PA-10001560";"United States";"Elmhurst";"Illinois";60126;"Central";9.664;2;0.2;3.2616
2424;"US-2017-147669";"2017-12-25";"2017-12-30";"Standard Class";"SV-20935";"TEC-AC-10002473";"United States";"Fairfield";"Ohio";45014;"East";158.928;7;0.2;41.7186
2425;"US-2017-147669";"2017-12-25";"2017-12-30";"Standard Class";"SV-20935";"OFF-BI-10000632";"United States";"Fairfield";"Ohio";45014;"East";13.023;1;0.7;-10.4184
2426;"US-2017-147669";"2017-12-25";"2017-12-30";"Standard Class";"SV-20935";"FUR-TA-10002645";"United States";"Fairfield";"Ohio";45014;"East";273.06;2;0.4;-104.673
2427;"US-2017-147669";"2017-12-25";"2017-12-30";"Standard Class";"SV-20935";"OFF-FA-10002975";"United States";"Fairfield";"Ohio";45014;"East";39.312;13;0.2;12.7764
2428;"CA-2016-169922";"2016-06-11";"2016-06-17";"Standard Class";"MZ-17515";"OFF-BI-10003784";"United States";"Arlington";"Texas";76017;"Central";1.344;4;0.8;-2.1504
2429;"CA-2016-169922";"2016-06-11";"2016-06-17";"Standard Class";"MZ-17515";"OFF-BI-10001617";"United States";"Arlington";"Texas";76017;"Central";8.272;4;0.8;-13.6488
2430;"CA-2016-169922";"2016-06-11";"2016-06-17";"Standard Class";"MZ-17515";"FUR-FU-10004415";"United States";"Arlington";"Texas";76017;"Central";12.544;7;0.6;-9.0944
2431;"CA-2017-100748";"2017-05-13";"2017-05-20";"Standard Class";"RB-19795";"OFF-LA-10000240";"United States";"San Francisco";"California";94110;"West";58.48;8;0.0;27.4856
2432;"CA-2017-129805";"2017-12-28";"2018-01-02";"Standard Class";"HM-14860";"FUR-FU-10001935";"United States";"Seattle";"Washington";98103;"West";7.4;2;0.0;3.034
2433;"CA-2014-148586";"2014-03-25";"2014-04-01";"Standard Class";"AZ-10750";"FUR-CH-10002439";"United States";"New York City";"New York";10009;"East";366.786;7;0.1;65.2064
2434;"US-2017-112613";"2017-05-28";"2017-06-01";"Standard Class";"JH-15910";"TEC-PH-10001536";"United States";"Houston";"Texas";77070;"Central";54.368;4;0.2;4.0776
2435;"CA-2015-154746";"2015-11-14";"2015-11-17";"First Class";"PJ-18835";"OFF-EN-10001532";"United States";"Springfield";"Virginia";22153;"South";33.96;2;0.0;16.98
2436;"CA-2015-154746";"2015-11-14";"2015-11-17";"First Class";"PJ-18835";"OFF-AP-10003057";"United States";"Springfield";"Virginia";22153;"South";826.11;3;0.0;322.1829
2437;"CA-2017-140053";"2017-07-03";"2017-07-10";"Standard Class";"CA-12265";"FUR-FU-10003708";"United States";"Farmington";"New Mexico";87401;"West";545.85;9;0.0;114.6285
2438;"CA-2014-164210";"2014-11-18";"2014-11-20";"Second Class";"PW-19240";"FUR-TA-10000849";"United States";"Louisville";"Colorado";80027;"West";145.98;2;0.5;-99.2664
2439;"CA-2014-164210";"2014-11-18";"2014-11-20";"Second Class";"PW-19240";"OFF-PA-10002259";"United States";"Louisville";"Colorado";80027;"West";35.808;4;0.2;12.5328
2440;"CA-2017-139948";"2017-07-17";"2017-07-22";"Standard Class";"SW-20455";"FUR-FU-10002597";"United States";"Tampa";"Florida";33614;"South";7.904;2;0.2;2.1736
2441;"CA-2016-146934";"2016-05-22";"2016-05-27";"Standard Class";"AF-10870";"TEC-PH-10004614";"United States";"Passaic";"New Jersey";7055;"East";345.0;5;0.0;86.25
2442;"CA-2016-146934";"2016-05-22";"2016-05-27";"Standard Class";"AF-10870";"FUR-TA-10003748";"United States";"Passaic";"New Jersey";7055;"East";174.286;2;0.3;-19.9184
2443;"CA-2016-146934";"2016-05-22";"2016-05-27";"Standard Class";"AF-10870";"OFF-AP-10003217";"United States";"Passaic";"New Jersey";7055;"East";662.84;4;0.0;172.3384
2444;"CA-2016-146934";"2016-05-22";"2016-05-27";"Standard Class";"AF-10870";"TEC-AC-10002399";"United States";"Passaic";"New Jersey";7055;"East";95.1;5;0.0;30.432
2445;"CA-2016-146934";"2016-05-22";"2016-05-27";"Standard Class";"AF-10870";"OFF-EN-10002973";"United States";"Passaic";"New Jersey";7055;"East";26.88;6;0.0;12.9024
2446;"CA-2016-146934";"2016-05-22";"2016-05-27";"Standard Class";"AF-10870";"TEC-PH-10001336";"United States";"Passaic";"New Jersey";7055;"East";257.98;2;0.0;74.8142
2447;"CA-2015-100573";"2015-09-25";"2015-10-01";"Standard Class";"AM-10705";"OFF-EN-10000461";"United States";"Los Angeles";"California";90004;"West";17.48;2;0.0;8.2156
2448;"CA-2016-119165";"2016-10-31";"2016-11-06";"Standard Class";"BD-11320";"FUR-CH-10000988";"United States";"Philadelphia";"Pennsylvania";19143;"East";492.835;5;0.3;-14.081
2449;"CA-2015-128027";"2015-09-14";"2015-09-17";"Second Class";"CM-12385";"OFF-ST-10001809";"United States";"North Charleston";"South Carolina";29406;"South";269.49;3;0.0;5.3898
2450;"CA-2016-140207";"2016-11-05";"2016-11-10";"Standard Class";"CS-12400";"OFF-BI-10003963";"United States";"San Jose";"California";95123;"West";29.12;5;0.2;9.828
2451;"CA-2017-140949";"2017-03-17";"2017-03-22";"Second Class";"DB-13405";"OFF-LA-10000081";"United States";"New York City";"New York";10011;"East";18.75;5;0.0;9.0
2452;"CA-2017-140949";"2017-03-17";"2017-03-22";"Second Class";"DB-13405";"TEC-PH-10000149";"United States";"New York City";"New York";10011;"East";119.7;6;0.0;31.122
2453;"CA-2017-140949";"2017-03-17";"2017-03-22";"Second Class";"DB-13405";"OFF-BI-10000605";"United States";"New York City";"New York";10011;"East";9.144;3;0.2;3.0861
2454;"CA-2017-140949";"2017-03-17";"2017-03-22";"Second Class";"DB-13405";"TEC-AC-10002399";"United States";"New York City";"New York";10011;"East";57.06;3;0.0;18.2592
2455;"CA-2017-140949";"2017-03-17";"2017-03-22";"Second Class";"DB-13405";"TEC-AC-10003038";"United States";"New York City";"New York";10011;"East";71.6;8;0.0;13.604
2456;"CA-2017-140949";"2017-03-17";"2017-03-22";"Second Class";"DB-13405";"OFF-ST-10000344";"United States";"New York City";"New York";10011;"East";107.44;8;0.0;27.9344
2457;"CA-2017-140949";"2017-03-17";"2017-03-22";"Second Class";"DB-13405";"OFF-LA-10004093";"United States";"New York City";"New York";10011;"East";7.31;1;0.0;3.4357
2458;"CA-2017-140949";"2017-03-17";"2017-03-22";"Second Class";"DB-13405";"OFF-AR-10001683";"United States";"New York City";"New York";10011;"East";59.1;6;0.0;22.458
2459;"CA-2017-140949";"2017-03-17";"2017-03-22";"Second Class";"DB-13405";"OFF-ST-10003455";"United States";"New York City";"New York";10011;"East";46.53;3;0.0;12.0978
2460;"CA-2017-138548";"2017-08-15";"2017-08-21";"Standard Class";"JG-15160";"OFF-AP-10002578";"United States";"Plainfield";"New Jersey";7060;"East";97.84;2;0.0;25.4384
2461;"CA-2015-142419";"2015-07-11";"2015-07-13";"Second Class";"SC-20380";"OFF-PA-10001763";"United States";"Seattle";"Washington";98115;"West";29.97;3;0.0;13.4865
2462;"CA-2015-142419";"2015-07-11";"2015-07-13";"Second Class";"SC-20380";"OFF-BI-10001597";"United States";"Seattle";"Washington";98115;"West";98.352;3;0.2;34.4232
2463;"CA-2017-148691";"2017-12-03";"2017-12-09";"Standard Class";"CS-12460";"OFF-BI-10001524";"United States";"New York City";"New York";10009;"East";83.92;5;0.2;29.372
2464;"CA-2017-148691";"2017-12-03";"2017-12-09";"Standard Class";"CS-12460";"OFF-BI-10001553";"United States";"New York City";"New York";10009;"East";14.624;2;0.2;5.1184
2465;"CA-2017-148691";"2017-12-03";"2017-12-09";"Standard Class";"CS-12460";"TEC-PH-10000576";"United States";"New York City";"New York";10009;"East";136.99;1;0.0;36.9873
2466;"CA-2017-148691";"2017-12-03";"2017-12-09";"Standard Class";"CS-12460";"OFF-LA-10001317";"United States";"New York City";"New York";10009;"East";3.15;1;0.0;1.512
2467;"CA-2017-128755";"2017-05-04";"2017-05-08";"Standard Class";"MK-18160";"OFF-PA-10000726";"United States";"Newport News";"Virginia";23602;"South";9.11;1;0.0;4.0995
2468;"CA-2017-128755";"2017-05-04";"2017-05-08";"Standard Class";"MK-18160";"OFF-ST-10003306";"United States";"Newport News";"Virginia";23602;"South";571.44;4;0.0;165.7176
2469;"CA-2017-128755";"2017-05-04";"2017-05-08";"Standard Class";"MK-18160";"OFF-PA-10004983";"United States";"Newport News";"Virginia";23602;"South";32.4;5;0.0;15.552
2470;"CA-2017-128755";"2017-05-04";"2017-05-08";"Standard Class";"MK-18160";"OFF-ST-10001291";"United States";"Newport News";"Virginia";23602;"South";16.91;1;0.0;4.5657
2471;"US-2016-135923";"2016-01-22";"2016-01-28";"Standard Class";"CM-11935";"FUR-FU-10002107";"United States";"Fayetteville";"North Carolina";28314;"South";14.272;8;0.2;4.2816
2472;"US-2016-135923";"2016-01-22";"2016-01-28";"Standard Class";"CM-11935";"FUR-BO-10002213";"United States";"Fayetteville";"North Carolina";28314;"South";451.136;4;0.2;-67.6704
2473;"US-2016-135923";"2016-01-22";"2016-01-28";"Standard Class";"CM-11935";"OFF-AP-10000692";"United States";"Fayetteville";"North Carolina";28314;"South";64.864;4;0.2;6.4864
2474;"CA-2016-114972";"2016-11-03";"2016-11-06";"First Class";"PF-19225";"FUR-CH-10001190";"United States";"Los Angeles";"California";90032;"West";217.584;2;0.2;-29.9178
2475;"CA-2016-114972";"2016-11-03";"2016-11-06";"First Class";"PF-19225";"TEC-AC-10000682";"United States";"Los Angeles";"California";90032;"West";82.95;5;0.0;29.0325
2476;"CA-2016-114972";"2016-11-03";"2016-11-06";"First Class";"PF-19225";"OFF-LA-10004545";"United States";"Los Angeles";"California";90032;"West";87.71;7;0.0;41.2237
2477;"CA-2016-114972";"2016-11-03";"2016-11-06";"First Class";"PF-19225";"OFF-AP-10003057";"United States";"Los Angeles";"California";90032;"West";1101.48;4;0.0;429.5772
2478;"CA-2017-102750";"2017-09-04";"2017-09-08";"Second Class";"GM-14695";"FUR-TA-10000198";"United States";"Los Angeles";"California";90036;"West";1322.352;3;0.2;-99.1764
2479;"CA-2014-145212";"2014-09-13";"2014-09-19";"Standard Class";"DC-12850";"OFF-AR-10002833";"United States";"New York City";"New York";10011;"East";5.46;3;0.0;1.4742
2480;"CA-2017-141992";"2017-06-19";"2017-06-25";"Standard Class";"FO-14305";"OFF-SU-10002557";"United States";"Dallas";"Texas";75220;"Central";11.184;1;0.2;0.8388
2481;"CA-2017-141992";"2017-06-19";"2017-06-25";"Standard Class";"FO-14305";"OFF-ST-10003656";"United States";"Dallas";"Texas";75220;"Central";153.584;2;0.2;-32.6366
2482;"CA-2017-147956";"2017-12-24";"2017-12-31";"Standard Class";"AH-10210";"OFF-ST-10001097";"United States";"Seattle";"Washington";98105;"West";1003.62;6;0.0;0.0
2483;"CA-2017-126067";"2017-08-28";"2017-09-03";"Standard Class";"KN-16705";"TEC-PH-10000912";"United States";"Seattle";"Washington";98105;"West";35.168;4;0.2;11.4296
2484;"CA-2017-126067";"2017-08-28";"2017-09-03";"Standard Class";"KN-16705";"FUR-TA-10000617";"United States";"Seattle";"Washington";98105;"West";1137.75;5;0.0;250.305
2485;"CA-2017-126067";"2017-08-28";"2017-09-03";"Standard Class";"KN-16705";"OFF-BI-10001658";"United States";"Seattle";"Washington";98105;"West";99.68;5;0.2;32.396
2486;"CA-2017-126067";"2017-08-28";"2017-09-03";"Standard Class";"KN-16705";"OFF-AR-10003856";"United States";"Seattle";"Washington";98105;"West";5.56;2;0.0;1.4456
2487;"CA-2015-104514";"2015-01-02";"2015-01-04";"Second Class";"CB-12535";"OFF-ST-10001837";"United States";"Newark";"Delaware";19711;"East";85.52;2;0.0;22.2352
2488;"CA-2015-104514";"2015-01-02";"2015-01-04";"Second Class";"CB-12535";"OFF-AR-10001473";"United States";"Newark";"Delaware";19711;"East";9.84;3;0.0;2.6568
2489;"CA-2015-104514";"2015-01-02";"2015-01-04";"Second Class";"CB-12535";"OFF-PA-10004285";"United States";"Newark";"Delaware";19711;"East";20.04;3;0.0;9.6192
2490;"CA-2015-141040";"2015-10-09";"2015-10-13";"Second Class";"TB-21250";"TEC-PH-10001835";"United States";"New York City";"New York";10024;"East";631.96;4;0.0;303.3408
2491;"CA-2015-141040";"2015-10-09";"2015-10-13";"Second Class";"TB-21250";"OFF-PA-10002245";"United States";"New York City";"New York";10024;"East";23.92;4;0.0;10.764
